Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,49,230,"$11,270.00","$5,071.50",45%,Online
West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,58,175,"$10,150.00","$3,045.00",30%,Online
West Gear,1128299,11/15/2020,West,California,San Francisco,Women's Street Footwear,55,203,"$11,165.00","$5,247.55",47%,Online
West Gear,1128299,12/22/2020,West,California,San Francisco,Women's Athletic Footwear,58,174,"$10,092.00","$4,339.56",43%,Online
West Gear,1128299,12/23/2020,West,California,San Francisco,Men's Apparel,62,145,"$8,990.00","$5,663.70",63%,Online
West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,54,210,"$11,340.00","$3,061.80",27%,Online
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,56,228,"$12,768.00","$6,000.96",47%,Online
West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,62,203,"$12,586.00","$3,775.80",30%,Online
West Gear,1128299,12/27/2020,West,California,San Francisco,Women's Street Footwear,64,210,"$13,440.00","$6,720.00",50%,Online
West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,54,188,"$10,152.00","$4,162.32",41%,Online
West Gear,1128299,12/29/2020,West,California,San Francisco,Men's Apparel,59,152,"$8,968.00","$5,829.20",65%,Online
West Gear,1128299,12/30/2020,West,California,San Francisco,Women's Apparel,72,203,"$14,616.00","$3,946.32",27%,Online
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,56,252,"$14,112.00","$7,056.00",50%,Online
West Gear,1128299,1/1/2021,West,California,San Francisco,Men's Athletic Footwear,64,225,"$14,400.00","$5,184.00",36%,Online
West Gear,1128299,1/2/2021,West,California,San Francisco,Women's Street Footwear,60,218,"$13,080.00","$6,670.80",51%,Online
West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,56,182,"$10,192.00","$4,586.40",45%,Online
West Gear,1128299,1/4/2021,West,California,San Francisco,Men's Apparel,60,154,"$9,240.00","$6,098.40",66%,Online
West Gear,1128299,1/5/2021,West,California,San Francisco,Women's Apparel,72,189,"$13,608.00","$4,490.64",33%,Online
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,56,273,"$15,288.00","$7,644.00",50%,Online
West Gear,1128299,1/7/2021,West,California,San Francisco,Men's Athletic Footwear,63,248,"$15,624.00","$5,780.88",37%,Online
West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,64,206,"$13,184.00","$7,251.20",55%,Online
West Gear,1128299,1/9/2021,West,California,San Francisco,Women's Athletic Footwear,59,210,"$12,390.00","$6,071.10",49%,Online
West Gear,1128299,1/10/2021,West,California,San Francisco,Men's Apparel,62,155,"$9,610.00","$6,342.60",66%,Online
West Gear,1128299,1/11/2021,West,California,San Francisco,Women's Apparel,72,219,"$15,768.00","$5,518.80",35%,Online
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,56,277,"$15,512.00","$6,980.40",45%,Online
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,59,245,"$14,455.00","$4,914.70",34%,Online
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,62,248,"$15,376.00","$7,072.96",46%,Online
West Gear,1128299,1/15/2021,West,California,San Francisco,Women's Athletic Footwear,55,218,"$11,990.00","$4,796.00",40%,Online
West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,64,233,"$14,912.00","$9,543.68",64%,Online
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,72,233,"$16,776.00","$4,865.04",29%,Online
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,62,273,"$16,926.00","$7,785.96",46%,Online
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,66,259,"$17,094.00","$5,128.20",30%,Online
West Gear,1128299,1/20/2021,West,California,San Francisco,Women's Street Footwear,60,200,"$12,000.00","$5,640.00",47%,Online
West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,59,188,"$11,092.00","$4,547.72",41%,Online
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,69,188,"$12,972.00","$7,912.92",61%,Online
West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,76,181,"$13,756.00","$3,439.00",25%,Online
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,51,241,"$12,291.00","$5,162.22",42%,Online
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,56,268,"$15,008.00","$4,202.24",28%,Online
West Gear,1128299,1/26/2021,West,California,San Francisco,Women's Street Footwear,52,225,"$11,700.00","$4,680.00",40%,Online
West Gear,1128299,1/27/2021,West,California,San Francisco,Women's Athletic Footwear,53,203,"$10,759.00","$3,765.65",35%,Online
West Gear,1128299,1/28/2021,West,California,San Francisco,Men's Apparel,63,218,"$13,734.00","$7,965.72",58%,Online
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,65,217,"$14,105.00","$3,385.20",24%,Online
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,51,236,"$12,036.00","$5,416.20",45%,Online
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,59,219,"$12,921.00","$3,747.09",29%,Online
West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,50,182,"$9,100.00","$3,822.00",42%,Online
West Gear,1128299,2/2/2021,West,California,San Francisco,Women's Athletic Footwear,51,203,"$10,353.00","$3,727.08",36%,Online
West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,59,182,"$10,738.00","$6,228.04",58%,Online
West Gear,1128299,2/4/2021,West,California,San Francisco,Women's Apparel,63,196,"$12,348.00","$2,840.04",23%,Online
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,52,263,"$13,676.00","$6,017.44",44%,Online
West Gear,1128299,2/6/2021,West,California,San Francisco,Men's Athletic Footwear,58,236,"$13,688.00","$3,422.00",25%,Online
West Gear,1128299,2/7/2021,West,California,San Francisco,Women's Street Footwear,50,210,"$10,500.00","$4,200.00",40%,Online
West Gear,1128299,2/8/2021,West,California,San Francisco,Women's Athletic Footwear,53,210,"$11,130.00","$4,452.00",40%,Online
West Gear,1128299,2/9/2021,West,California,San Francisco,Men's Apparel,63,163,"$10,269.00","$5,853.33",57%,Online
West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,67,202,"$13,534.00","$2,842.14",21%,Online
West Gear,1128299,2/11/2021,West,California,San Francisco,Men's Street Footwear,51,293,"$14,943.00","$5,977.20",40%,Online
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,58,273,"$15,834.00","$4,275.18",27%,Online
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,52,233,"$12,116.00","$4,846.40",40%,Online
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,51,194,"$9,894.00","$3,957.60",40%,Online
West Gear,1128299,2/15/2021,West,California,San Francisco,Men's Apparel,59,175,"$10,325.00","$6,195.00",60%,Online
West Gear,1128299,2/16/2021,West,California,San Francisco,Women's Apparel,67,208,"$13,936.00","$3,205.28",23%,Online
Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's Street Footwear,32,203,"$6,496.00","$3,312.96",51%,Online
Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,41,196,"$8,036.00","$2,892.96",36%,Online
Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's Street Footwear,41,189,"$7,749.00","$4,029.48",52%,Online
Kohl's,1189833,3/10/2021,West,California,San Francisco,Women's Athletic Footwear,41,160,"$6,560.00","$3,214.40",49%,Online
Kohl's,1189833,3/11/2021,West,California,Los Angeles,Men's Apparel,49,145,"$7,105.00","$4,689.30",66%,Online
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,41,182,"$7,462.00","$2,313.22",31%,Online
Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,34,225,"$7,650.00","$4,054.50",53%,Online
Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's Athletic Footwear,43,195,"$8,385.00","$3,354.00",40%,Online
Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,44,169,"$7,436.00","$3,718.00",50%,Online
Kohl's,1189833,3/16/2021,West,California,Los Angeles,Women's Athletic Footwear,41,152,"$6,232.00","$3,053.68",49%,Online
Kohl's,1189833,3/17/2021,West,California,Los Angeles,Men's Apparel,46,113,"$5,198.00","$3,534.64",68%,Online
Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,41,176,"$7,216.00","$2,164.80",30%,Online
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,32,216,"$6,912.00","$3,456.00",50%,Online
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,41,195,"$7,995.00","$2,798.25",35%,Online
Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,42,169,"$7,098.00","$3,903.90",55%,Online
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,41,154,"$6,314.00","$2,841.30",45%,Online
Kohl's,1189833,3/23/2021,West,California,Los Angeles,Men's Apparel,46,106,"$4,876.00","$3,315.68",68%,Online
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,41,188,"$7,708.00","$2,697.80",35%,Online
Kohl's,1189833,4/7/2021,West,California,Los Angeles,Men's Street Footwear,43,240,"$10,320.00","$5,160.00",50%,Online
Kohl's,1189833,4/8/2021,West,California,Los Angeles,Men's Athletic Footwear,49,156,"$7,644.00","$2,751.84",36%,Online
Kohl's,1189833,4/9/2021,West,California,Los Angeles,Women's Street Footwear,49,175,"$8,575.00","$4,716.25",55%,Online
Kohl's,1189833,4/10/2021,West,California,Los Angeles,Women's Athletic Footwear,43,152,"$6,536.00","$3,202.64",49%,Online
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,49,119,"$5,831.00","$3,848.46",66%,Online
Kohl's,1189833,4/12/2021,West,California,Los Angeles,Women's Apparel,62,174,"$10,788.00","$3,560.04",33%,Online
Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's Street Footwear,41,208,"$8,528.00","$4,434.56",52%,Online
Kohl's,1189833,4/14/2021,West,California,Los Angeles,Men's Athletic Footwear,47,169,"$7,943.00","$2,780.05",35%,Online
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,45,163,"$7,335.00","$3,814.20",52%,Online
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,41,154,"$6,314.00","$3,030.72",48%,Online
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,45,131,"$5,895.00","$3,831.75",65%,Online
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,64,181,"$11,584.00","$3,591.04",31%,Online
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,44,270,"$11,880.00","$6,534.00",55%,Online
Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,47,225,"$10,575.00","$3,701.25",35%,Online
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,48,203,"$9,744.00","$5,359.20",55%,Online
Kohl's,1189833,4/22/2021,West,California,Los Angeles,Women's Athletic Footwear,44,175,"$7,700.00","$3,696.00",48%,Online
Kohl's,1189833,4/23/2021,West,California,Los Angeles,Men's Apparel,45,125,"$5,625.00","$3,881.25",69%,Online
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,60,200,"$12,000.00","$3,720.00",31%,Online
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,41,238,"$9,758.00","$4,976.58",51%,Online
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,46,216,"$9,936.00","$3,775.68",38%,Online
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,47,218,"$10,246.00","$5,327.92",52%,Online
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,44,189,"$8,316.00","$3,991.68",48%,Online
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,46,189,"$8,694.00","$5,738.04",66%,Online
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,59,203,"$11,977.00","$3,593.10",30%,Online
Kohl's,1189833,5/1/2021,West,California,Los Angeles,Men's Street Footwear,47,252,"$11,844.00","$6,158.88",52%,Online
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,51,221,"$11,271.00","$4,508.40",40%,Online
Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,48,218,"$10,464.00","$5,336.64",51%,Online
Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,47,169,"$7,943.00","$3,812.64",48%,Online
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,58,182,"$10,556.00","$7,072.52",67%,Online
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,61,189,"$11,529.00","$4,035.15",35%,Online
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,47,213,"$10,011.00","$5,405.94",54%,Online
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,50,247,"$12,350.00","$4,569.50",37%,Online
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,46,196,"$9,016.00","$4,508.00",50%,Online
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,46,176,"$8,096.00","$4,048.00",50%,Online
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,58,163,"$9,454.00","$6,334.18",67%,Online
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,59,189,"$11,151.00","$3,456.81",31%,Online
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,49,224,"$10,976.00","$5,488.00",50%,Online
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,51,232,"$11,832.00","$4,259.52",36%,Online
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,49,176,"$8,624.00","$4,398.24",51%,Online
Kohl's,1189833,5/16/2021,West,California,Los Angeles,Women's Athletic Footwear,48,175,"$8,400.00","$3,780.00",45%,Online
Kohl's,1189833,5/17/2021,West,California,Los Angeles,Men's Apparel,56,174,"$9,744.00","$6,625.92",68%,Online
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,62,176,"$10,912.00","$3,819.20",35%,Online
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,49,231,"$11,319.00","$5,659.50",50%,Online
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,54,215,"$11,610.00","$4,411.80",38%,Online
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,47,169,"$7,943.00","$3,971.50",50%,Online
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,47,176,"$8,272.00","$3,722.40",45%,Online
Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's Apparel,55,174,"$9,570.00","$6,603.30",69%,Online
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,59,189,"$11,151.00","$3,791.34",34%,Online
Kohl's,1189833,5/25/2021,West,California,Los Angeles,Men's Street Footwear,49,225,"$11,025.00","$5,622.75",51%,Online
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,50,243,"$12,150.00","$4,617.00",38%,Online
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,46,182,"$8,372.00","$4,520.88",54%,Online
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,49,210,"$10,290.00","$5,145.00",50%,Online
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,55,156,"$8,580.00","$5,577.00",65%,Online
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,59,196,"$11,564.00","$4,047.40",35%,Online
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,44,124,"$5,456.00","$2,837.12",52%,Online
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,41,77,"$3,157.00","$1,452.22",46%,Online
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,32,83,"$2,656.00","$1,248.32",47%,Online
Foot Locker,1185732,6/3/2021,West,California,Los Angeles,Women's Athletic Footwear,37,34,"$1,258.00",$654.16,52%,Online
Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,53,47,"$2,491.00","$1,220.59",49%,Online
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,41,69,"$2,829.00","$1,697.40",60%,Online
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,44,158,"$6,952.00","$3,545.52",51%,Online
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,51,"$2,193.00","$1,030.71",47%,Online
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,32,61,"$1,952.00",$897.92,46%,Online
Foot Locker,1185732,6/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,28,"$1,092.00",$578.76,53%,Online
Foot Locker,1185732,6/10/2021,Midwest,Illinois,Chicago,Men's Apparel,50,44,"$2,200.00","$1,034.00",47%,Online
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,43,77,"$3,311.00","$2,152.15",65%,Online
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,47,144,"$6,768.00","$3,722.40",55%,Online
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,60,"$2,760.00","$1,324.80",48%,Online
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,37,68,"$2,516.00","$1,132.20",45%,Online
Foot Locker,1185732,6/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,41,19,$779.00,$412.87,53%,Online
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,56,38,"$2,128.00","$1,000.16",47%,Online
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,45,63,"$2,835.00","$1,786.05",63%,Online
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,48,122,"$5,856.00","$3,045.12",52%,Online
Foot Locker,1185732,6/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,48,44,"$2,112.00",$971.52,46%,Online
Foot Locker,1185732,6/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,36,42,"$1,512.00",$725.76,48%,Online
Foot Locker,1185732,6/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,44,20,$880.00,$440.00,50%,Online
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,54,28,"$1,512.00",$710.64,47%,Online
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,49,65,"$3,185.00","$1,911.00",60%,Online
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,58,134,"$7,772.00","$4,196.88",54%,Online
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,53,54,"$2,862.00","$1,287.90",45%,Online
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,49,44,"$2,156.00",$991.76,46%,Online
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,48,28,"$1,344.00",$712.32,53%,Online
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,59,35,"$2,065.00",$949.90,46%,Online
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,64,63,"$4,032.00","$2,419.20",60%,Online
Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,46,135,"$6,210.00","$3,415.50",55%,Online
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,63,"$2,709.00","$1,219.05",45%,Online
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,39,54,"$2,106.00",$947.70,45%,Online
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,38,47,"$1,786.00",$946.58,53%,Online
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,46,51,"$2,346.00","$1,173.00",50%,Online
Foot Locker,1185732,7/5/2021,Midwest,Illinois,Chicago,Women's Apparel,51,105,"$5,355.00","$3,373.65",63%,Online
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,47,161,"$7,567.00","$3,934.84",52%,Online
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,81,"$3,483.00","$1,567.35",45%,Online
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,36,65,"$2,340.00","$1,053.00",45%,Online
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,50,"$1,950.00","$1,053.00",54%,Online
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,47,56,"$2,632.00","$1,210.72",46%,Online
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,54,120,"$6,480.00","$3,952.80",61%,Online
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,49,149,"$7,301.00","$3,723.51",51%,Online
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,41,94,"$3,854.00","$1,772.84",46%,Online
Foot Locker,1185732,7/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,38,75,"$2,850.00","$1,396.50",49%,Online
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,37,63,"$2,331.00","$1,165.50",50%,Online
Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,49,50,"$2,450.00","$1,225.00",50%,Online
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,50,94,"$4,700.00","$3,055.00",65%,Online
Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,47,135,"$6,345.00","$3,172.50",50%,Online
Foot Locker,1185732,7/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,41,84,"$3,444.00","$1,687.56",49%,Online
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,36,60,"$2,160.00","$1,015.20",47%,Online
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,36,44,"$1,584.00",$839.52,53%,Online
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,49,49,"$2,401.00","$1,104.46",46%,Online
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,53,73,"$3,869.00","$2,476.16",64%,Online
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,56,115,"$6,440.00","$3,542.00",55%,Online
Foot Locker,1185732,7/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,49,75,"$3,675.00","$1,800.75",49%,Online
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,48,39,"$1,872.00",$842.40,45%,Online
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,47,33,"$1,551.00",$791.01,51%,Online
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,56,33,"$1,848.00",$868.56,47%,Online
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,60,65,"$3,900.00","$2,340.00",60%,Online
Foot Locker,1185732,7/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,55,112,"$6,160.00","$3,326.40",54%,Online
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,65,"$2,990.00","$1,405.30",47%,Online
Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,48,49,"$2,352.00","$1,105.44",47%,Online
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,46,53,"$2,438.00","$1,292.14",53%,Online
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,56,41,"$2,296.00","$1,148.00",50%,Online
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,61,65,"$3,965.00","$2,379.00",60%,Online
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,57,150,"$8,550.00","$4,702.50",55%,Online
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,46,75,"$3,450.00","$1,656.00",48%,Online
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,46,75,"$3,450.00","$1,690.50",49%,Online
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,49,54,"$2,646.00","$1,402.38",53%,Online
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,59,58,"$3,422.00","$1,539.90",45%,Online
Foot Locker,1185732,8/10/2021,Midwest,Illinois,Chicago,Women's Apparel,64,81,"$5,184.00","$3,265.92",63%,Online
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20,189,"$3,780.00","$1,512.00",40%,Online
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,28,196,"$5,488.00","$2,195.20",40%,Online
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,27,158,"$4,266.00","$1,749.06",41%,Online
Sports Direct,1197831,8/14/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,34,152,"$5,168.00","$2,635.68",51%,Online
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,37,94,"$3,478.00","$1,217.30",35%,Online
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,33,147,"$4,851.00","$2,668.05",55%,Online
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,23,176,"$4,048.00","$1,740.64",43%,Online
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,32,163,"$5,216.00","$2,086.40",40%,Online
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,34,119,"$4,046.00","$1,739.78",43%,Online
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,32,128,"$4,096.00","$2,170.88",53%,Online
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,38,75,"$2,850.00",$997.50,35%,Online
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,32,140,"$4,480.00","$2,508.80",56%,Online
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,29,182,"$5,278.00","$2,639.00",50%,Online
